family,ym,sales,onpromotion,days_in_month,onpromotion_per_day,ym_dt,year,month,lag_1,lag_12,ma_3,ma_6,ma_12
HOME APPLIANCES,2013-03,1137.0,0,31,0.0,2013-03-01,2013,3,119.0,,488.6666666666667,488.6666666666667,488.6666666666667
HOME APPLIANCES,2013-04,1067.0,0,30,0.0,2013-04-01,2013,4,1137.0,,774.3333333333334,633.25,633.25
HOME APPLIANCES,2013-05,1046.0,0,31,0.0,2013-05-01,2013,5,1067.0,,1083.3333333333333,715.8,715.8
HOME APPLIANCES,2013-06,999.0,0,30,0.0,2013-06-01,2013,6,1046.0,,1037.3333333333333,763.0,763.0
HOME APPLIANCES,2013-07,846.0,0,31,0.0,2013-07-01,2013,7,999.0,,963.6666666666666,869.0,774.8571428571429
HOME APPLIANCES,2013-08,880.0,0,31,0.0,2013-08-01,2013,8,846.0,,908.3333333333334,995.8333333333334,788.0
HOME APPLIANCES,2013-09,909.0,0,30,0.0,2013-09-01,2013,9,880.0,,878.3333333333334,957.8333333333334,801.4444444444445
HOME APPLIANCES,2013-10,792.0,0,31,0.0,2013-10-01,2013,10,909.0,,860.3333333333334,912.0,800.5
HOME APPLIANCES,2013-11,880.0,0,30,0.0,2013-11-01,2013,11,792.0,,860.3333333333334,884.3333333333334,807.7272727272727
HOME APPLIANCES,2013-12,892.0,0,31,0.0,2013-12-01,2013,12,880.0,,854.6666666666666,866.5,814.75
HOME APPLIANCES,2014-01,835.0,0,31,0.0,2014-01-01,2014,1,892.0,210.0,869.0,864.6666666666666,866.8333333333334
HOME APPLIANCES,2014-02,928.0,0,28,0.0,2014-02-01,2014,2,835.0,119.0,885.0,872.6666666666666,934.25
HOME APPLIANCES,2014-03,1040.0,0,31,0.0,2014-03-01,2014,3,928.0,1137.0,934.3333333333334,894.5,926.1666666666666
HOME APPLIANCES,2014-04,961.0,1,30,0.03333333333333333,2014-04-01,2014,4,1040.0,1067.0,976.3333333333334,922.6666666666666,917.3333333333334
HOME APPLIANCES,2014-05,655.0,0,31,0.0,2014-05-01,2014,5,961.0,1046.0,885.3333333333334,885.1666666666666,884.75
HOME APPLIANCES,2014-06,593.0,2,30,0.06666666666666667,2014-06-01,2014,6,655.0,999.0,736.3333333333334,835.3333333333334,850.9166666666666
HOME APPLIANCES,2014-07,644.0,1,31,0.03225806451612903,2014-07-01,2014,7,593.0,846.0,630.6666666666666,803.5,834.0833333333334
HOME APPLIANCES,2014-08,867.0,2,31,0.06451612903225806,2014-08-01,2014,8,644.0,880.0,701.3333333333334,793.3333333333334,833.0
HOME APPLIANCES,2014-09,964.0,0,30,0.0,2014-09-01,2014,9,867.0,909.0,825.0,780.6666666666666,837.5833333333334
HOME APPLIANCES,2014-10,818.0,0,31,0.0,2014-10-01,2014,10,964.0,792.0,883.0,756.8333333333334,839.75
HOME APPLIANCES,2014-11,200.0,0,30,0.0,2014-11-01,2014,11,818.0,880.0,660.6666666666666,681.0,783.0833333333334
HOME APPLIANCES,2014-12,636.0,2,31,0.06451612903225806,2014-12-01,2014,12,200.0,892.0,551.3333333333334,688.1666666666666,761.75
HOME APPLIANCES,2015-01,1074.0,0,31,0.0,2015-01-01,2015,1,636.0,835.0,636.6666666666666,759.8333333333334,781.6666666666666
HOME APPLIANCES,2015-02,959.0,0,28,0.0,2015-02-01,2015,2,1074.0,928.0,889.6666666666666,775.1666666666666,784.25
HOME APPLIANCES,2015-03,1301.0,0,31,0.0,2015-03-01,2015,3,959.0,1040.0,1111.3333333333333,831.3333333333334,806.0
HOME APPLIANCES,2015-04,1131.0,0,30,0.0,2015-04-01,2015,4,1301.0,961.0,1130.3333333333333,883.5,820.1666666666666
HOME APPLIANCES,2015-05,866.0,1,31,0.03225806451612903,2015-05-01,2015,5,1131.0,655.0,1099.3333333333333,994.5,837.75
HOME APPLIANCES,2015-06,185.0,0,30,0.0,2015-06-01,2015,6,866.0,593.0,727.3333333333334,919.3333333333334,803.75
HOME APPLIANCES,2015-07,26.0,0,31,0.0,2015-07-01,2015,7,185.0,644.0,359.0,744.6666666666666,752.25
HOME APPLIANCES,2015-08,644.0,0,31,0.0,2015-08-01,2015,8,26.0,867.0,285.0,692.1666666666666,733.6666666666666
HOME APPLIANCES,2015-09,317.0,0,30,0.0,2015-09-01,2015,9,644.0,964.0,329.0,528.1666666666666,679.75
HOME APPLIANCES,2015-10,758.0,0,31,0.0,2015-10-01,2015,10,317.0,818.0,573.0,466.0,674.75
HOME APPLIANCES,2015-11,904.0,0,30,0.0,2015-11-01,2015,11,758.0,200.0,659.6666666666666,472.3333333333333,733.4166666666666
HOME APPLIANCES,2015-12,992.0,2,31,0.06451612903225806,2015-12-01,2015,12,904.0,636.0,884.6666666666666,606.8333333333334,763.0833333333334
HOME APPLIANCES,2016-01,979.0,1,31,0.03225806451612903,2016-01-01,2016,1,992.0,1074.0,958.3333333333334,765.6666666666666,755.1666666666666
HOME APPLIANCES,2016-02,950.0,0,29,0.0,2016-02-01,2016,2,979.0,959.0,973.6666666666666,816.6666666666666,754.4166666666666
HOME APPLIANCES,2016-03,503.0,0,31,0.0,2016-03-01,2016,3,950.0,1301.0,810.6666666666666,847.6666666666666,687.9166666666666
HOME APPLIANCES,2016-04,430.0,0,30,0.0,2016-04-01,2016,4,503.0,1131.0,627.6666666666666,793.0,629.5
HOME APPLIANCES,2016-05,1020.0,18,31,0.5806451612903226,2016-05-01,2016,5,430.0,866.0,651.0,812.3333333333334,642.3333333333334
HOME APPLIANCES,2016-06,455.0,1,30,0.03333333333333333,2016-06-01,2016,6,1020.0,185.0,635.0,722.8333333333334,664.8333333333334
HOME APPLIANCES,2016-07,358.0,0,31,0.0,2016-07-01,2016,7,455.0,26.0,611.0,619.3333333333334,692.5
HOME APPLIANCES,2016-08,537.0,0,31,0.0,2016-08-01,2016,8,358.0,644.0,450.0,550.5,683.5833333333334
HOME APPLIANCES,2016-09,399.0,0,30,0.0,2016-09-01,2016,9,537.0,317.0,431.3333333333333,533.1666666666666,690.4166666666666
HOME APPLIANCES,2016-10,188.0,6,31,0.1935483870967742,2016-10-01,2016,10,399.0,758.0,374.6666666666667,492.8333333333333,642.9166666666666
HOME APPLIANCES,2016-11,225.0,0,30,0.0,2016-11-01,2016,11,188.0,904.0,270.6666666666667,360.3333333333333,586.3333333333334
HOME APPLIANCES,2016-12,489.0,0,31,0.0,2016-12-01,2016,12,225.0,992.0,300.6666666666667,366.0,544.4166666666666
HOME APPLIANCES,2017-01,760.0,0,31,0.0,2017-01-01,2017,1,489.0,979.0,491.3333333333333,433.0,526.1666666666666
HOME APPLIANCES,2017-02,909.0,0,28,0.0,2017-02-01,2017,2,760.0,950.0,719.3333333333334,495.0,522.75
HOME CARE,2013-02,0.0,0,28,0.0,2013-02-01,2013,2,0.0,,0.0,0.0,0.0
HOME CARE,2013-03,0.0,0,31,0.0,2013-03-01,2013,3,0.0,,0.0,0.0,0.0
HOME CARE,2013-04,0.0,0,30,0.0,2013-04-01,2013,4,0.0,,0.0,0.0,0.0
HOME CARE,2013-05,0.0,0,31,0.0,2013-05-01,2013,5,0.0,,0.0,0.0,0.0
HOME CARE,2013-06,0.0,0,30,0.0,2013-06-01,2013,6,0.0,,0.0,0.0,0.0
HOME CARE,2013-07,0.0,0,31,0.0,2013-07-01,2013,7,0.0,,0.0,0.0,0.0
HOME CARE,2013-08,0.0,0,31,0.0,2013-08-01,2013,8,0.0,,0.0,0.0,0.0
HOME CARE,2013-09,0.0,0,30,0.0,2013-09-01,2013,9,0.0,,0.0,0.0,0.0
HOME CARE,2013-10,0.0,0,31,0.0,2013-10-01,2013,10,0.0,,0.0,0.0,0.0
HOME CARE,2013-11,0.0,0,30,0.0,2013-11-01,2013,11,0.0,,0.0,0.0,0.0
HOME CARE,2013-12,0.0,0,31,0.0,2013-12-01,2013,12,0.0,,0.0,0.0,0.0
HOME CARE,2014-01,435920.0,0,31,0.0,2014-01-01,2014,1,0.0,0.0,145306.66666666666,72653.33333333333,36326.666666666664
HOME CARE,2014-02,0.0,0,28,0.0,2014-02-01,2014,2,435920.0,0.0,145306.66666666666,72653.33333333333,36326.666666666664
HOME CARE,2014-03,433804.0,0,31,0.0,2014-03-01,2014,3,0.0,0.0,289908.0,144954.0,72477.0
HOME CARE,2014-04,0.0,0,30,0.0,2014-04-01,2014,4,433804.0,0.0,144601.33333333334,144954.0,72477.0
HOME CARE,2014-05,0.0,0,31,0.0,2014-05-01,2014,5,0.0,0.0,144601.33333333334,144954.0,72477.0
HOME CARE,2014-06,0.0,0,30,0.0,2014-06-01,2014,6,0.0,0.0,0.0,144954.0,72477.0
HOME CARE,2014-07,426838.0,752,31,24.258064516129032,2014-07-01,2014,7,0.0,0.0,142279.33333333334,143440.33333333334,108046.83333333333
HOME CARE,2014-08,0.0,0,31,0.0,2014-08-01,2014,8,426838.0,0.0,142279.33333333334,143440.33333333334,108046.83333333333
HOME CARE,2014-09,426419.0,100,30,3.3333333333333335,2014-09-01,2014,9,0.0,0.0,284419.0,142209.5,143581.75
HOME CARE,2014-10,430591.0,394,31,12.709677419354838,2014-10-01,2014,10,426419.0,0.0,285670.0,213974.66666666666,179464.33333333334
HOME CARE,2014-11,414424.0,481,30,16.033333333333335,2014-11-01,2014,11,430591.0,0.0,423811.3333333333,283045.3333333333,213999.66666666666
HOME CARE,2014-12,441482.0,548,31,17.677419354838708,2014-12-01,2014,12,414424.0,0.0,428832.3333333333,356625.6666666667,250789.83333333334
HOME CARE,2015-01,0.0,0,31,0.0,2015-01-01,2015,1,441482.0,435920.0,285302.0,285486.0,214463.16666666666
HOME CARE,2015-02,0.0,0,28,0.0,2015-02-01,2015,2,0.0,0.0,147160.66666666666,285486.0,214463.16666666666
HOME CARE,2015-03,0.0,0,31,0.0,2015-03-01,2015,3,0.0,433804.0,0.0,214416.16666666666,178312.83333333334
HOME CARE,2015-04,0.0,0,30,0.0,2015-04-01,2015,4,0.0,0.0,0.0,142651.0,178312.83333333334
HOME CARE,2015-05,389532.0,1251,31,40.354838709677416,2015-05-01,2015,5,0.0,0.0,129844.0,138502.33333333334,210773.83333333334
HOME CARE,2015-06,432310.0,1315,30,43.833333333333336,2015-06-01,2015,6,389532.0,0.0,273947.3333333333,136973.66666666666,246799.66666666666
HOME CARE,2015-07,465652.0,159,31,5.129032258064516,2015-07-01,2015,7,432310.0,426838.0,429164.6666666667,214582.33333333334,250034.16666666666
HOME CARE,2015-08,495183.0,200,31,6.451612903225806,2015-08-01,2015,8,465652.0,0.0,464381.6666666667,297112.8333333333,291299.4166666667
HOME CARE,2015-09,464185.0,1592,30,53.06666666666667,2015-09-01,2015,9,495183.0,426419.0,475006.6666666667,374477.0,294446.5833333333
HOME CARE,2015-10,460249.0,995,31,32.096774193548384,2015-10-01,2015,10,464185.0,430591.0,473205.6666666667,451185.1666666667,296918.0833333333
HOME CARE,2015-11,432222.0,217,30,7.233333333333333,2015-11-01,2015,11,460249.0,414424.0,452218.6666666667,458300.1666666667,298401.25
HOME CARE,2015-12,480217.0,519,31,16.741935483870968,2015-12-01,2015,12,432222.0,441482.0,457562.6666666667,466284.6666666667,301629.1666666667
HOME CARE,2016-01,474959.0,413,31,13.32258064516129,2016-01-01,2016,1,480217.0,0.0,462466.0,467835.8333333333,341209.0833333333
HOME CARE,2016-02,418817.0,449,29,15.482758620689655,2016-02-01,2016,2,474959.0,0.0,457997.6666666667,455108.1666666667,376110.5
HOME CARE,2016-03,439423.0,857,31,27.64516129032258,2016-03-01,2016,3,418817.0,0.0,444399.6666666667,450981.1666666667,412729.0833333333
HOME CARE,2016-04,540762.0,2384,30,79.46666666666667,2016-04-01,2016,4,439423.0,0.0,466334.0,464400.0,457792.5833333333
HOME CARE,2016-05,480596.0,7443,31,240.09677419354838,2016-05-01,2016,5,540762.0,389532.0,486927.0,472462.3333333333,465381.25
HOME CARE,2016-06,414720.0,4569,30,152.3,2016-06-01,2016,6,480596.0,432310.0,478692.6666666667,461546.1666666667,463915.4166666667
HOME CARE,2016-07,477706.0,6439,31,207.70967741935485,2016-07-01,2016,7,414720.0,465652.0,457674.0,462004.0,464919.9166666667
HOME CARE,2016-08,458403.0,8109,31,261.5806451612903,2016-08-01,2016,8,477706.0,495183.0,450276.3333333333,468601.6666666667,461854.9166666667
HOME CARE,2016-09,456890.0,11331,30,377.7,2016-09-01,2016,9,458403.0,464185.0,464333.0,471512.8333333333,461247.0
HOME CARE,2016-10,476315.0,13955,31,450.16129032258067,2016-10-01,2016,10,456890.0,460249.0,463869.3333333333,460771.6666666667,462585.8333333333
HOME CARE,2016-11,490281.0,14222,30,474.06666666666666,2016-11-01,2016,11,476315.0,432222.0,474495.3333333333,462385.8333333333,467424.0833333333
HOME CARE,2016-12,501721.0,8629,31,278.35483870967744,2016-12-01,2016,12,490281.0,480217.0,489439.0,476886.0,469216.0833333333
HOME CARE,2017-01,521093.0,11369,31,366.741935483871,2017-01-01,2017,1,501721.0,474959.0,504365.0,484117.1666666667,473060.5833333333
HOME CARE,2017-02,459063.0,10156,28,362.7142857142857,2017-02-01,2017,2,521093.0,418817.0,493959.0,484227.1666666667,476414.4166666667
LADIESWEAR,2013-02,0.0,0,28,0.0,2013-02-01,2013,2,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-03,0.0,0,31,0.0,2013-03-01,2013,3,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-04,0.0,0,30,0.0,2013-04-01,2013,4,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-05,0.0,0,31,0.0,2013-05-01,2013,5,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-06,0.0,0,30,0.0,2013-06-01,2013,6,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-07,0.0,0,31,0.0,2013-07-01,2013,7,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-08,0.0,0,31,0.0,2013-08-01,2013,8,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-09,0.0,0,30,0.0,2013-09-01,2013,9,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-10,0.0,0,31,0.0,2013-10-01,2013,10,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-11,0.0,0,30,0.0,2013-11-01,2013,11,0.0,,0.0,0.0,0.0
LADIESWEAR,2013-12,0.0,0,31,0.0,2013-12-01,2013,12,0.0,,0.0,0.0,0.0
LADIESWEAR,2014-01,20131.0,0,31,0.0,2014-01-01,2014,1,0.0,0.0,6710.333333333333,3355.1666666666665,1677.5833333333333
LADIESWEAR,2014-02,0.0,0,28,0.0,2014-02-01,2014,2,20131.0,0.0,6710.333333333333,3355.1666666666665,1677.5833333333333
LADIESWEAR,2014-03,19608.0,0,31,0.0,2014-03-01,2014,3,0.0,0.0,13246.333333333334,6623.166666666667,3311.5833333333335
LADIESWEAR,2014-04,0.0,0,30,0.0,2014-04-01,2014,4,19608.0,0.0,6536.0,6623.166666666667,3311.5833333333335
LADIESWEAR,2014-05,0.0,0,31,0.0,2014-05-01,2014,5,0.0,0.0,6536.0,6623.166666666667,3311.5833333333335
LADIESWEAR,2014-06,0.0,0,30,0.0,2014-06-01,2014,6,0.0,0.0,0.0,6623.166666666667,3311.5833333333335
LADIESWEAR,2014-07,19988.0,11,31,0.3548387096774194,2014-07-01,2014,7,0.0,0.0,6662.666666666667,6599.333333333333,4977.25
LADIESWEAR,2014-08,0.0,0,31,0.0,2014-08-01,2014,8,19988.0,0.0,6662.666666666667,6599.333333333333,4977.25
LADIESWEAR,2014-09,21962.0,3,30,0.1,2014-09-01,2014,9,0.0,0.0,13983.333333333334,6991.666666666667,6807.416666666667
LADIESWEAR,2014-10,21009.0,7,31,0.22580645161290322,2014-10-01,2014,10,21962.0,0.0,14323.666666666666,10493.166666666666,8558.166666666666
LADIESWEAR,2014-11,20830.0,19,30,0.6333333333333333,2014-11-01,2014,11,21009.0,0.0,21267.0,13964.833333333334,10294.0
LADIESWEAR,2014-12,22165.0,41,31,1.3225806451612903,2014-12-01,2014,12,20830.0,0.0,21334.666666666668,17659.0,12141.083333333334
LADIESWEAR,2015-01,0.0,0,31,0.0,2015-01-01,2015,1,22165.0,20131.0,14331.666666666666,14327.666666666666,10463.5
LADIESWEAR,2015-02,0.0,0,28,0.0,2015-02-01,2015,2,0.0,0.0,7388.333333333333,14327.666666666666,10463.5
LADIESWEAR,2015-03,0.0,0,31,0.0,2015-03-01,2015,3,0.0,19608.0,0.0,10667.333333333334,8829.5
LADIESWEAR,2015-04,0.0,0,30,0.0,2015-04-01,2015,4,0.0,0.0,0.0,7165.833333333333,8829.5
LADIESWEAR,2015-05,0.0,0,31,0.0,2015-05-01,2015,5,0.0,0.0,0.0,3694.1666666666665,8829.5
LADIESWEAR,2015-06,20263.0,5,30,0.16666666666666666,2015-06-01,2015,6,0.0,0.0,6754.333333333333,3377.1666666666665,10518.083333333334
LADIESWEAR,2015-07,19655.0,7,31,0.22580645161290322,2015-07-01,2015,7,20263.0,19988.0,13306.0,6653.0,10490.333333333334
LADIESWEAR,2015-08,20255.0,11,31,0.3548387096774194,2015-08-01,2015,8,19655.0,0.0,20057.666666666668,10028.833333333334,12178.25
LADIESWEAR,2015-09,20785.0,8,30,0.26666666666666666,2015-09-01,2015,9,20255.0,21962.0,20231.666666666668,13493.0,12080.166666666666
LADIESWEAR,2015-10,18756.0,2,31,0.06451612903225806,2015-10-01,2015,10,20785.0,21009.0,19932.0,16619.0,11892.416666666666
LADIESWEAR,2015-11,18063.0,4,30,0.13333333333333333,2015-11-01,2015,11,18756.0,20830.0,19201.333333333332,19629.5,11661.833333333334
LADIESWEAR,2015-12,19045.0,250,31,8.064516129032258,2015-12-01,2015,12,18063.0,22165.0,18621.333333333332,19426.5,11401.833333333334
LADIESWEAR,2016-01,18331.0,2,31,0.06451612903225806,2016-01-01,2016,1,19045.0,0.0,18479.666666666668,19205.833333333332,12929.416666666666
LADIESWEAR,2016-02,16438.0,6,29,0.20689655172413793,2016-02-01,2016,2,18331.0,0.0,17938.0,18569.666666666668,14299.25
LADIESWEAR,2016-03,18504.0,9,31,0.2903225806451613,2016-03-01,2016,3,16438.0,0.0,17757.666666666668,18189.5,15841.25
LADIESWEAR,2016-04,18301.0,9,30,0.3,2016-04-01,2016,4,18504.0,0.0,17747.666666666668,18113.666666666668,17366.333333333332
LADIESWEAR,2016-05,20948.0,156,31,5.032258064516129,2016-05-01,2016,5,18301.0,0.0,19251.0,18594.5,19112.0
LADIESWEAR,2016-06,18149.0,6,30,0.2,2016-06-01,2016,6,20948.0,20263.0,19132.666666666668,18445.166666666668,18935.833333333332
LADIESWEAR,2016-07,19037.0,6,31,0.1935483870967742,2016-07-01,2016,7,18149.0,19655.0,19378.0,18562.833333333332,18884.333333333332
LADIESWEAR,2016-08,17133.0,5,31,0.16129032258064516,2016-08-01,2016,8,19037.0,20255.0,18106.333333333332,18678.666666666668,18624.166666666668
LADIESWEAR,2016-09,19328.0,4,30,0.13333333333333333,2016-09-01,2016,9,17133.0,20785.0,18499.333333333332,18816.0,18502.75
LADIESWEAR,2016-10,19503.0,261,31,8.419354838709678,2016-10-01,2016,10,19328.0,18756.0,18654.666666666668,19016.333333333332,18565.0
LADIESWEAR,2016-11,17775.0,54,30,1.8,2016-11-01,2016,11,19503.0,18063.0,18868.666666666668,18487.5,18541.0
LADIESWEAR,2016-12,18174.0,6,31,0.1935483870967742,2016-12-01,2016,12,17775.0,19045.0,18484.0,18491.666666666668,18468.416666666668
LADIESWEAR,2017-01,20809.0,2,31,0.06451612903225806,2017-01-01,2017,1,18174.0,18331.0,18919.333333333332,18787.0,18674.916666666668
LADIESWEAR,2017-02,17874.0,3,28,0.10714285714285714,2017-02-01,2017,2,20809.0,16438.0,18952.333333333332,18910.5,18794.583333333332
LAWN AND GARDEN,2013-02,3625.0,0,28,0.0,2013-02-01,2013,2,3808.0,,3716.5,3716.5,3716.5
LAWN AND GARDEN,2013-03,4413.0,0,31,0.0,2013-03-01,2013,3,3625.0,,3948.6666666666665,3948.6666666666665,3948.6666666666665
LAWN AND GARDEN,2013-04,4029.0,0,30,0.0,2013-04-01,2013,4,4413.0,,4022.3333333333335,3968.75,3968.75
LAWN AND GARDEN,2013-05,4514.0,0,31,0.0,2013-05-01,2013,5,4029.0,,4318.666666666667,4077.8,4077.8
LAWN AND GARDEN,2013-06,4533.0,0,30,0.0,2013-06-01,2013,6,4514.0,,4358.666666666667,4153.666666666667,4153.666666666667
LAWN AND GARDEN,2013-07,3980.0,0,31,0.0,2013-07-01,2013,7,4533.0,,4342.333333333333,4182.333333333333,4128.857142857143
LAWN AND GARDEN,2013-08,4264.0,0,31,0.0,2013-08-01,2013,8,3980.0,,4259.0,4288.833333333333,4145.75
LAWN AND GARDEN,2013-09,4310.0,0,30,0.0,2013-09-01,2013,9,4264.0,,4184.666666666667,4271.666666666667,4164.0
LAWN AND GARDEN,2013-10,4406.0,0,31,0.0,2013-10-01,2013,10,4310.0,,4326.666666666667,4334.5,4188.2
LAWN AND GARDEN,2013-11,4192.0,0,30,0.0,2013-11-01,2013,11,4406.0,,4302.666666666667,4280.833333333333,4188.545454545455
LAWN AND GARDEN,2013-12,5097.0,0,31,0.0,2013-12-01,2013,12,4192.0,,4565.0,4374.833333333333,4264.25
LAWN AND GARDEN,2014-01,5787.0,0,31,0.0,2014-01-01,2014,1,5097.0,3808.0,5025.333333333333,4676.0,4429.166666666667
LAWN AND GARDEN,2014-02,5085.0,0,28,0.0,2014-02-01,2014,2,5787.0,3625.0,5323.0,4812.833333333333,4550.833333333333
LAWN AND GARDEN,2014-03,7685.0,0,31,0.0,2014-03-01,2014,3,5085.0,4413.0,6185.666666666667,5375.333333333333,4823.5
LAWN AND GARDEN,2014-04,6298.0,0,30,0.0,2014-04-01,2014,4,7685.0,4029.0,6356.0,5690.666666666667,5012.583333333333
LAWN AND GARDEN,2014-05,7093.0,24,31,0.7741935483870968,2014-05-01,2014,5,6298.0,4514.0,7025.333333333333,6174.166666666667,5227.5
LAWN AND GARDEN,2014-06,5871.0,38,30,1.2666666666666666,2014-06-01,2014,6,7093.0,4533.0,6420.666666666667,6303.166666666667,5339.0
LAWN AND GARDEN,2014-07,7230.0,123,31,3.967741935483871,2014-07-01,2014,7,5871.0,3980.0,6731.333333333333,6543.666666666667,5609.833333333333
LAWN AND GARDEN,2014-08,7461.0,116,31,3.7419354838709675,2014-08-01,2014,8,7230.0,4264.0,6854.0,6939.666666666667,5876.25
LAWN AND GARDEN,2014-09,6789.0,112,30,3.7333333333333334,2014-09-01,2014,9,7461.0,4310.0,7160.0,6790.333333333333,6082.833333333333
LAWN AND GARDEN,2014-10,8194.0,158,31,5.096774193548387,2014-10-01,2014,10,6789.0,4406.0,7481.333333333333,7106.333333333333,6398.5
LAWN AND GARDEN,2014-11,7496.0,116,30,3.8666666666666667,2014-11-01,2014,11,8194.0,4192.0,7493.0,7173.5,6673.833333333333
LAWN AND GARDEN,2014-12,7666.0,163,31,5.258064516129032,2014-12-01,2014,12,7496.0,5097.0,7785.333333333333,7472.666666666667,6887.916666666667
LAWN AND GARDEN,2015-01,6882.0,121,31,3.903225806451613,2015-01-01,2015,1,7666.0,5787.0,7348.0,7414.666666666667,6979.166666666667
LAWN AND GARDEN,2015-02,7400.0,131,28,4.678571428571429,2015-02-01,2015,2,6882.0,5085.0,7316.0,7404.5,7172.083333333333
LAWN AND GARDEN,2015-03,7694.0,123,31,3.967741935483871,2015-03-01,2015,3,7400.0,7685.0,7325.333333333333,7555.333333333333,7172.833333333333
LAWN AND GARDEN,2015-04,7340.0,145,30,4.833333333333333,2015-04-01,2015,4,7694.0,6298.0,7478.0,7413.0,7259.666666666667
LAWN AND GARDEN,2015-05,8351.0,122,31,3.935483870967742,2015-05-01,2015,5,7340.0,7093.0,7795.0,7555.5,7364.5
LAWN AND GARDEN,2015-06,7434.0,133,30,4.433333333333334,2015-06-01,2015,6,8351.0,5871.0,7708.333333333333,7516.833333333333,7494.75
LAWN AND GARDEN,2015-07,7649.0,164,31,5.290322580645161,2015-07-01,2015,7,7434.0,7230.0,7811.333333333333,7644.666666666667,7529.666666666667
LAWN AND GARDEN,2015-08,7424.0,125,31,4.032258064516129,2015-08-01,2015,8,7649.0,7461.0,7502.333333333333,7648.666666666667,7526.583333333333
LAWN AND GARDEN,2015-09,7567.0,170,30,5.666666666666667,2015-09-01,2015,9,7424.0,6789.0,7546.666666666667,7627.5,7591.416666666667
LAWN AND GARDEN,2015-10,8367.0,131,31,4.225806451612903,2015-10-01,2015,10,7567.0,8194.0,7786.0,7798.666666666667,7605.833333333333
LAWN AND GARDEN,2015-11,7569.0,137,30,4.566666666666666,2015-11-01,2015,11,8367.0,7496.0,7834.333333333333,7668.333333333333,7611.916666666667
LAWN AND GARDEN,2015-12,7822.0,161,31,5.193548387096774,2015-12-01,2015,12,7569.0,7666.0,7919.333333333333,7733.0,7624.916666666667
LAWN AND GARDEN,2016-01,7585.0,137,31,4.419354838709677,2016-01-01,2016,1,7822.0,6882.0,7658.666666666667,7722.333333333333,7683.5
LAWN AND GARDEN,2016-02,7977.0,128,29,4.413793103448276,2016-02-01,2016,2,7585.0,7400.0,7794.666666666667,7814.5,7731.583333333333
LAWN AND GARDEN,2016-03,8285.0,178,31,5.741935483870968,2016-03-01,2016,3,7977.0,7694.0,7949.0,7934.166666666667,7780.833333333333
LAWN AND GARDEN,2016-04,7710.0,146,30,4.866666666666666,2016-04-01,2016,4,8285.0,7340.0,7990.666666666667,7824.666666666667,7811.666666666667
LAWN AND GARDEN,2016-05,8964.0,159,31,5.129032258064516,2016-05-01,2016,5,7710.0,8351.0,8319.666666666666,8057.166666666667,7862.75
LAWN AND GARDEN,2016-06,8484.0,152,30,5.066666666666666,2016-06-01,2016,6,8964.0,7434.0,8386.0,8167.5,7950.25
LAWN AND GARDEN,2016-07,8640.0,121,31,3.903225806451613,2016-07-01,2016,7,8484.0,7649.0,8696.0,8343.333333333334,8032.833333333333
LAWN AND GARDEN,2016-08,8968.0,160,31,5.161290322580645,2016-08-01,2016,8,8640.0,7424.0,8697.333333333334,8508.5,8161.5
LAWN AND GARDEN,2016-09,8620.0,117,30,3.9,2016-09-01,2016,9,8968.0,7567.0,8742.666666666666,8564.333333333334,8249.25
LAWN AND GARDEN,2016-10,8571.0,153,31,4.935483870967742,2016-10-01,2016,10,8620.0,8367.0,8719.666666666666,8707.833333333334,8266.25
LAWN AND GARDEN,2016-11,8859.0,152,30,5.066666666666666,2016-11-01,2016,11,8571.0,7569.0,8683.333333333334,8690.333333333334,8373.75
LAWN AND GARDEN,2016-12,25936.0,746,31,24.06451612903226,2016-12-01,2016,12,8859.0,7822.0,14455.333333333334,11599.0,9883.25
LAWN AND GARDEN,2017-01,24145.0,738,31,23.806451612903224,2017-01-01,2017,1,25936.0,7585.0,19646.666666666668,14183.166666666666,11263.25
LAWN AND GARDEN,2017-02,29609.0,636,28,22.714285714285715,2017-02-01,2017,2,24145.0,7977.0,26563.333333333332,17623.333333333332,13065.916666666666
LINGERIE,2013-02,15453.0,0,28,0.0,2013-02-01,2013,2,18266.0,,16859.5,16859.5,16859.5
LINGERIE,2013-03,13302.0,0,31,0.0,2013-03-01,2013,3,15453.0,,15673.666666666666,15673.666666666666,15673.666666666666
LINGERIE,2013-04,12736.0,0,30,0.0,2013-04-01,2013,4,13302.0,,13830.333333333334,14939.25,14939.25
LINGERIE,2013-05,13833.0,0,31,0.0,2013-05-01,2013,5,12736.0,,13290.333333333334,14718.0,14718.0
LINGERIE,2013-06,12484.0,0,30,0.0,2013-06-01,2013,6,13833.0,,13017.666666666666,14345.666666666666,14345.666666666666
LINGERIE,2013-07,12477.0,0,31,0.0,2013-07-01,2013,7,12484.0,,12931.333333333334,13380.833333333334,14078.714285714286
